iter,accepted,best_updated,anchor_mean,holdout_mean,current_holdout,best_holdout
0,true,true,-749996.593750,-1000000.000000,-1000000.000000,-1000000.000000
1,false,false,-750005.914063,-1000000.000000,-1000000.000000,-1000000.000000
2,true,false,-500012.585938,-1000000.000000,-1000000.000000,-1000000.000000
3,false,false,-749996.593750,-1000000.000000,-1000000.000000,-1000000.000000
4,false,false,-750004.312500,-1000000.000000,-1000000.000000,-1000000.000000
5,false,false,-500012.585938,-1000000.000000,-1000000.000000,-1000000.000000
6,false,false,-749985.476563,-1000000.000000,-1000000.000000,-1000000.000000
7,false,false,-500012.585938,-1000000.000000,-1000000.000000,-1000000.000000
8,false,false,-500012.585938,-1000000.000000,-1000000.000000,-1000000.000000
9,false,false,-500012.585938,-1000000.000000,-1000000.000000,-1000000.000000
10,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
11,false,false,-500012.585938,-1000000.000000,-1000000.000000,-1000000.000000
12,false,false,-749996.593750,-1000000.000000,-1000000.000000,-1000000.000000
13,false,false,-500012.585938,-1000000.000000,-1000000.000000,-1000000.000000
14,false,false,-750006.257813,-1000000.000000,-1000000.000000,-1000000.000000
15,false,false,-749996.593750,-1000000.000000,-1000000.000000,-1000000.000000
16,false,false,-750006.257813,-1000000.000000,-1000000.000000,-1000000.000000
17,false,false,-1000000.000000,-1000000.000000,-1000000.000000,-1000000.000000
18,false,false,-750006.257813,-1000000.000000,-1000000.000000,-1000000.000000
19,true,false,-500007.156250,-1000000.000000,-1000000.000000,-1000000.000000
20,false,false,-500012.585938,-1000000.000000,-1000000.000000,-1000000.000000
21,false,false,-500007.156250,-1000000.000000,-1000000.000000,-1000000.000000
22,false,false,-750006.968750,-1000000.000000,-1000000.000000,-1000000.000000
23,false,false,-750006.968750,-1000000.000000,-1000000.000000,-1000000.000000
24,false,false,-500007.156250,-1000000.000000,-1000000.000000,-1000000.000000
